   10    ,20         ,10              ,1.06784                   ,milliseconds
   10    ,20         ,20              ,1.55754                   ,milliseconds
   10    ,20         ,30              ,2.10883                   ,milliseconds
   10    ,20         ,40              ,2.2169                   ,milliseconds
   10    ,20         ,50              ,2.21946                   ,milliseconds
   10    ,20         ,60              ,2.26986                   ,milliseconds
   10    ,20         ,70              ,2.30131                   ,milliseconds
   10    ,20         ,80              ,2.35094                   ,milliseconds
   10    ,20         ,90              ,2.42221                   ,milliseconds
   10    ,20         ,100              ,2.52202                   ,milliseconds
   10    ,20         ,110              ,2.46547                   ,milliseconds
   10    ,20         ,120              ,2.53462                   ,milliseconds
   10    ,20         ,130              ,2.54624                   ,milliseconds
   10    ,20         ,140              ,3.8328                   ,milliseconds
   10    ,20         ,150              ,2.56227                   ,milliseconds
   10    ,20         ,160              ,2.5801                   ,milliseconds
   10    ,20         ,170              ,2.57104                   ,milliseconds
   10    ,20         ,180              ,2.63862                   ,milliseconds
   10    ,20         ,190              ,2.60922                   ,milliseconds
   10    ,20         ,200              ,2.64413                   ,milliseconds
   10    ,20         ,400              ,6.05514                   ,milliseconds
   10    ,20         ,600              ,16.787                   ,milliseconds
   10    ,20         ,800              ,27.4316                   ,milliseconds
   10    ,20         ,1000              ,35.4063                   ,milliseconds
   10    ,20         ,2000              ,70.8227                   ,milliseconds
   10    ,20         ,3000              ,106.121                   ,milliseconds
   10    ,20         ,4000              ,141.4                   ,milliseconds
   10    ,20         ,5000              ,176.681                   ,milliseconds
   10    ,20         ,6000              ,212.118                   ,milliseconds
   10    ,20         ,7000              ,247.878                   ,milliseconds
   10    ,20         ,8000              ,282.811                   ,milliseconds
   10    ,20         ,9000              ,317.934                   ,milliseconds
   10    ,20         ,10000              ,352.895                   ,milliseconds
   20    ,20         ,10              ,3.28496                   ,milliseconds
   20    ,20         ,20              ,5.3639                   ,milliseconds
   20    ,20         ,30              ,7.46813                   ,milliseconds
   20    ,20         ,40              ,8.01216                   ,milliseconds
   20    ,20         ,50              ,8.02947                   ,milliseconds
   20    ,20         ,60              ,8.12707                   ,milliseconds
   20    ,20         ,70              ,8.15814                   ,milliseconds
   20    ,20         ,80              ,8.25232                   ,milliseconds
   20    ,20         ,90              ,8.42051                   ,milliseconds
   20    ,20         ,100              ,8.67578                   ,milliseconds
   20    ,20         ,110              ,8.81507                   ,milliseconds
   20    ,20         ,120              ,8.86035                   ,milliseconds
   20    ,20         ,130              ,8.94256                   ,milliseconds
   20    ,20         ,140              ,9.00208                   ,milliseconds
   20    ,20         ,150              ,9.0689                   ,milliseconds
   20    ,20         ,160              ,9.24794                   ,milliseconds
   20    ,20         ,170              ,10.433                   ,milliseconds
   20    ,20         ,180              ,9.2903                   ,milliseconds
   20    ,20         ,190              ,9.35917                   ,milliseconds
   20    ,20         ,200              ,9.4407                   ,milliseconds
   20    ,20         ,400              ,18.8673                   ,milliseconds
   20    ,20         ,600              ,65.486                   ,milliseconds
   20    ,20         ,800              ,107.887                   ,milliseconds
   20    ,20         ,1000              ,139.19                   ,milliseconds
   20    ,20         ,2000              ,279.315                   ,milliseconds
   20    ,20         ,3000              ,419.86                   ,milliseconds
   20    ,20         ,4000              ,559.677                   ,milliseconds
   20    ,20         ,5000              ,699.185                   ,milliseconds
   20    ,20         ,6000              ,838.272                   ,milliseconds
   20    ,20         ,7000              ,978.357                   ,milliseconds
   20    ,20         ,8000              ,1117.23                   ,milliseconds
   20    ,20         ,9000              ,1254.91                   ,milliseconds
   20    ,20         ,10000              ,1396.78                   ,milliseconds
   30    ,20         ,10              ,7.20528                   ,milliseconds
   30    ,20         ,20              ,11.8465                   ,milliseconds
   30    ,20         ,30              ,17.0182                   ,milliseconds
   30    ,20         ,40              ,17.9499                   ,milliseconds
   30    ,20         ,50              ,18.0294                   ,milliseconds
   30    ,20         ,60              ,18.1996                   ,milliseconds
   30    ,20         ,70              ,18.5597                   ,milliseconds
   30    ,20         ,80              ,18.7518                   ,milliseconds
   30    ,20         ,90              ,19.0638                   ,milliseconds
   30    ,20         ,100              ,19.1185                   ,milliseconds
   30    ,20         ,110              ,19.294                   ,milliseconds
   30    ,20         ,120              ,19.5798                   ,milliseconds
   30    ,20         ,130              ,19.8759                   ,milliseconds
   30    ,20         ,140              ,19.9651                   ,milliseconds
   30    ,20         ,150              ,20.0876                   ,milliseconds
   30    ,20         ,160              ,20.3124                   ,milliseconds
   30    ,20         ,170              ,20.3833                   ,milliseconds
   30    ,20         ,180              ,20.5014                   ,milliseconds
   30    ,20         ,190              ,20.5856                   ,milliseconds
   30    ,20         ,200              ,20.9489                   ,milliseconds
   30    ,20         ,400              ,41.7622                   ,milliseconds
   30    ,20         ,600              ,143.806                   ,milliseconds
   30    ,20         ,800              ,239.531                   ,milliseconds
   30    ,20         ,1000              ,311.153                   ,milliseconds
   30    ,20         ,2000              ,625.804                   ,milliseconds
   30    ,20         ,3000              ,940.853                   ,milliseconds
   30    ,20         ,4000              ,1254.75                   ,milliseconds
   30    ,20         ,5000              ,1565.13                   ,milliseconds
   30    ,20         ,6000              ,1878.23                   ,milliseconds
   30    ,20         ,7000              ,2194.67                   ,milliseconds
   30    ,20         ,8000              ,2509.23                   ,milliseconds
   30    ,20         ,9000              ,2810.7                   ,milliseconds
   30    ,20         ,10000              ,3125.39                   ,milliseconds
   40    ,20         ,10              ,12.2704                   ,milliseconds
   40    ,20         ,20              ,21.7732                   ,milliseconds
   40    ,20         ,30              ,30.0736                   ,milliseconds
   40    ,20         ,40              ,31.6784                   ,milliseconds
   40    ,20         ,50              ,31.8451                   ,milliseconds
   40    ,20         ,60              ,32.3523                   ,milliseconds
   40    ,20         ,70              ,32.4165                   ,milliseconds
   40    ,20         ,80              ,31.3631                   ,milliseconds
   40    ,20         ,90              ,32.1105                   ,milliseconds
   40    ,20         ,100              ,32.8929                   ,milliseconds
   40    ,20         ,110              ,32.8821                   ,milliseconds
   40    ,20         ,120              ,33.4823                   ,milliseconds
   40    ,20         ,130              ,33.9442                   ,milliseconds
   40    ,20         ,140              ,34.1614                   ,milliseconds
   40    ,20         ,150              ,34.4873                   ,milliseconds
   40    ,20         ,160              ,34.9576                   ,milliseconds
   40    ,20         ,170              ,35.0972                   ,milliseconds
   40    ,20         ,180              ,35.4062                   ,milliseconds
   40    ,20         ,190              ,35.7404                   ,milliseconds
   40    ,20         ,200              ,35.9018                   ,milliseconds
   40    ,20         ,400              ,73.744                   ,milliseconds
   40    ,20         ,600              ,267.146                   ,milliseconds
   40    ,20         ,800              ,435.113                   ,milliseconds
   40    ,20         ,1000              ,565.987                   ,milliseconds
   40    ,20         ,2000              ,1131.98                   ,milliseconds
   40    ,20         ,3000              ,1708.43                   ,milliseconds
   40    ,20         ,4000              ,2272.19                   ,milliseconds
   40    ,20         ,5000              ,2839.11                   ,milliseconds
   40    ,20         ,6000              ,3406.31                   ,milliseconds
   40    ,20         ,7000              ,3979.95                   ,milliseconds
   40    ,20         ,8000              ,4552.97                   ,milliseconds
   40    ,20         ,9000              ,5104.61                   ,milliseconds
   40    ,20         ,10000              ,5674.85                   ,milliseconds
   50    ,20         ,10              ,20.2366                   ,milliseconds
   50    ,20         ,20              ,36.9764                   ,milliseconds
   50    ,20         ,30              ,47.0971                   ,milliseconds
   50    ,20         ,40              ,49.8579                   ,milliseconds
   50    ,20         ,50              ,50.608                   ,milliseconds
   50    ,20         ,60              ,51.3269                   ,milliseconds
   50    ,20         ,70              ,52.2788                   ,milliseconds
   50    ,20         ,80              ,51.8711                   ,milliseconds
   50    ,20         ,90              ,52.8687                   ,milliseconds
   50    ,20         ,100              ,54.1544                   ,milliseconds
   50    ,20         ,110              ,54.608                   ,milliseconds
   50    ,20         ,120              ,55.593                   ,milliseconds
   50    ,20         ,130              ,55.7735                   ,milliseconds
   50    ,20         ,140              ,56.276                   ,milliseconds
   50    ,20         ,150              ,56.9802                   ,milliseconds
   50    ,20         ,160              ,57.9212                   ,milliseconds
   50    ,20         ,170              ,58.409                   ,milliseconds
   50    ,20         ,180              ,58.6828                   ,milliseconds
   50    ,20         ,190              ,59.699                   ,milliseconds
   50    ,20         ,200              ,59.4452                   ,milliseconds
   50    ,20         ,400              ,117.896                   ,milliseconds
   50    ,20         ,600              ,367.503                   ,milliseconds
   50    ,20         ,800              ,664.066                   ,milliseconds
   50    ,20         ,1000              ,865.634                   ,milliseconds
   50    ,20         ,2000              ,1737.36                   ,milliseconds
   50    ,20         ,3000              ,2609.87                   ,milliseconds
   50    ,20         ,4000              ,3481.19                   ,milliseconds
   50    ,20         ,5000              ,4351.52                   ,milliseconds
   50    ,20         ,6000              ,5214.09                   ,milliseconds
   50    ,20         ,7000              ,6089.42                   ,milliseconds
   50    ,20         ,8000              ,6956                   ,milliseconds
   50    ,20         ,9000              ,7813.45                   ,milliseconds
   50    ,20         ,10000              ,8690.66                   ,milliseconds
   60    ,20         ,10              ,27.4062                   ,milliseconds
   60    ,20         ,20              ,46.9529                   ,milliseconds
   60    ,20         ,30              ,64.8876                   ,milliseconds
   60    ,20         ,40              ,68.555                   ,milliseconds
   60    ,20         ,50              ,68.8587                   ,milliseconds
   60    ,20         ,60              ,69.6284                   ,milliseconds
   60    ,20         ,70              ,69.9234                   ,milliseconds
   60    ,20         ,80              ,70.7069                   ,milliseconds
   60    ,20         ,90              ,72.293                   ,milliseconds
   60    ,20         ,100              ,72.524                   ,milliseconds
   60    ,20         ,110              ,73.6271                   ,milliseconds
   60    ,20         ,120              ,74.7562                   ,milliseconds
   60    ,20         ,130              ,75.8499                   ,milliseconds
   60    ,20         ,140              ,76.2967                   ,milliseconds
   60    ,20         ,150              ,77.1294                   ,milliseconds
   60    ,20         ,160              ,78.0948                   ,milliseconds
   60    ,20         ,170              ,78.4088                   ,milliseconds
   60    ,20         ,180              ,78.9404                   ,milliseconds
   60    ,20         ,190              ,80.2736                   ,milliseconds
   60    ,20         ,200              ,80.8956                   ,milliseconds
   60    ,20         ,400              ,163.957                   ,milliseconds
   60    ,20         ,600              ,571.32                   ,milliseconds
   60    ,20         ,800              ,957.475                   ,milliseconds
   60    ,20         ,1000              ,1241.52                   ,milliseconds
   60    ,20         ,2000              ,2498.33                   ,milliseconds
   60    ,20         ,3000              ,3755.9                   ,milliseconds
   60    ,20         ,4000              ,5009.43                   ,milliseconds
   60    ,20         ,5000              ,6249.03                   ,milliseconds
   60    ,20         ,6000              ,7498.01                   ,milliseconds
   60    ,20         ,7000              ,8754.2                   ,milliseconds
