   88    ,18         ,1000              ,125.73                   ,milliseconds
   88    ,18         ,2000              ,248.481                   ,milliseconds
   88    ,18         ,3000              ,372.03                   ,milliseconds
   88    ,18         ,4000              ,0                   ,milliseconds
   88    ,18         ,1000              ,125.297                   ,milliseconds
   88    ,18         ,2000              ,248.6                   ,milliseconds
   88    ,18         ,3000              ,371.791                   ,milliseconds
   88    ,18         ,4000              ,501.57                   ,milliseconds
   88    ,18         ,1000              ,0.126356                   ,milliseconds
   88    ,18         ,1262              ,0.158224                   ,milliseconds
   88    ,18         ,-406888              ,0.31983                   ,milliseconds
   88    ,18         ,1000              ,0.126147                   ,milliseconds
   88    ,18         ,1262              ,0.159309                   ,milliseconds
   88    ,18         ,-406888              ,0.314202                   ,milliseconds
   88    ,18         ,1000              ,0.127076                   ,milliseconds
   88    ,18         ,1262              ,0.157935                   ,milliseconds
   88    ,18         ,-406888              ,0.320334                   ,milliseconds
   88    ,18         ,1000              ,0.125958                   ,milliseconds
   88    ,18         ,1262              ,0.158698                   ,milliseconds
   88    ,18         ,-406888              ,0.319772                   ,milliseconds
   88    ,18         ,1000              ,0.126413                   ,milliseconds
   88    ,18         ,1262              ,0.158866                   ,milliseconds
   88    ,18         ,-406888              ,0.319495                   ,milliseconds
   88    ,18         ,1000              ,0.126199                   ,milliseconds
   88    ,18         ,1262              ,0.157901                   ,milliseconds
   88    ,18         ,-406888              ,0.317632                   ,milliseconds
   88    ,18         ,1000              ,0.126046                   ,milliseconds
   88    ,18         ,1262              ,0.158416                   ,milliseconds
   88    ,18         ,-406888              ,0.318835                   ,milliseconds
   88    ,18         ,1000              ,0.127057                   ,milliseconds
   88    ,18         ,1262              ,0.158682                   ,milliseconds
   88    ,18         ,-406888              ,0.315437                   ,milliseconds
   88    ,18         ,1000              ,0.125179                   ,milliseconds
   88    ,18         ,1262              ,0.157372                   ,milliseconds
   88    ,18         ,1000              ,0.126178                   ,milliseconds
   88    ,18         ,1262              ,0.157198                   ,milliseconds
   88    ,18         ,1000              ,0.126117                   ,milliseconds
   88    ,18         ,1262              ,0.158074                   ,milliseconds
   88    ,18         ,1000              ,0.126118                   ,milliseconds
   88    ,18         ,1262              ,0.15887                   ,milliseconds
   88    ,18         ,-406888              ,0.318547                   ,milliseconds
   88    ,18         ,1000              ,0.125812                   ,milliseconds
   88    ,18         ,1262              ,0.158301                   ,milliseconds
   88    ,18         ,738              ,0.0929833                   ,milliseconds
   88    ,18         ,1262              ,0.158673                   ,milliseconds
   88    ,18         ,1262              ,0.155768                   ,milliseconds
   88    ,18         ,476              ,0.0603259                   ,milliseconds
   88    ,18         ,1262              ,0.157382                   ,milliseconds
   88    ,18         ,1262              ,0.156389                   ,milliseconds
   88    ,18         ,1262              ,0.155188                   ,milliseconds
   88    ,18         ,214              ,0.0284088                   ,milliseconds
   88    ,18         ,1262              ,0.156683                   ,milliseconds
   88    ,18         ,1262              ,0.155777                   ,milliseconds
   88    ,18         ,1262              ,0.155433                   ,milliseconds
   88    ,18         ,1214              ,0.150046                   ,milliseconds
   88    ,18         ,1262              ,0.158497                   ,milliseconds
   88    ,18         ,1262              ,0.155577                   ,milliseconds
   88    ,18         ,1262              ,0.155845                   ,milliseconds
   88    ,18         ,1262              ,0.155931                   ,milliseconds
