   60    ,30         ,10              ,0.004                   ,seconds
   60    ,30         ,20              ,0.008                   ,seconds
   60    ,30         ,30              ,0.013                   ,seconds
   60    ,30         ,40              ,0.017                   ,seconds
   60    ,30         ,50              ,0.021                   ,seconds
   60    ,30         ,60              ,0.026                   ,seconds
   60    ,30         ,70              ,0.029                   ,seconds
   60    ,30         ,80              ,0.034                   ,seconds
   60    ,30         ,90              ,0.038                   ,seconds
   60    ,30         ,100              ,0.042                   ,seconds
   60    ,30         ,110              ,0.046                   ,seconds
   60    ,30         ,120              ,0.05                   ,seconds
   60    ,30         ,130              ,0.055                   ,seconds
   60    ,30         ,140              ,0.059                   ,seconds
   60    ,30         ,150              ,0.064                   ,seconds
   60    ,30         ,160              ,0.067                   ,seconds
   60    ,30         ,170              ,0.071                   ,seconds
   60    ,30         ,180              ,0.076                   ,seconds
   60    ,30         ,190              ,0.08                   ,seconds
   60    ,30         ,200              ,0.084                   ,seconds
   60    ,30         ,400              ,0.168                   ,seconds
   60    ,30         ,600              ,0.252                   ,seconds
   60    ,30         ,800              ,0.336                   ,seconds
   60    ,30         ,1000              ,0.42                   ,seconds
   60    ,30         ,2000              ,0.841                   ,seconds
   60    ,30         ,3000              ,1.261                   ,seconds
   60    ,30         ,4000              ,1.681                   ,seconds
   60    ,30         ,5000              ,2.101                   ,seconds
   60    ,30         ,6000              ,2.522                   ,seconds
   60    ,30         ,7000              ,2.942                   ,seconds
   60    ,30         ,8000              ,3.364                   ,seconds
   60    ,30         ,9000              ,3.791                   ,seconds
   60    ,30         ,10000              ,4.327                   ,seconds

